title,country_association,university_association,Originality,Method,Credibility,Understandability,Relevance,Quality of Citations,Linguistic style and soundness of grammar,Overall score
AT_paper_143,China,China University of Mining and Technology,8,9,7,6,8,7,8,7.5
AT_paper_143,India,Indian Institute of Technology Bombay (IITB),9,8,7,6,8,7,8,7.5
AT_paper_143,India,University of Delhi,8,7,9,5,6,8,6,7
AT_paper_143,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,8,7,7,7.5
AT_paper_143,Iran,Sharif University of Technology,8,7,9,6,8,7,8,7.5
AT_paper_143,Iran,Shiraz University,8,7,9,5,6,8,6,7
AT_paper_143,Iran,Ferdowsi University of Mashhad,8,9,7,6,8,7,7,7.5
AT_paper_143,USA,Massachusetts Institute of Technology,8,9,9,6,8,9,7,8
AT_paper_143,USA,University of Houston,8,9,9,7,8,9,8,8.2
AT_paper_143,USA,Western Washington University,8,7,9,6,8,9,7,7.67
AT_paper_143,Brazil,University of Sao Paulo,8,9,7,6,8,7,8,7.5
AT_paper_143,Brazil,Universidade de Brasília,8,9,7,6,8,7,8,7.5
AT_paper_143,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,8,7,8,7.5
AT_paper_143,Egypt,Cairo University,8,9,7,5,8,6,7,7
AT_paper_143,Egypt,Alexandria University,9,8,7,6,8,7,8,7.5
AT_paper_143,Egypt,Zagazig University,8,9,7,6,8,7,6,7.3
AT_paper_143,Australia,The University of Melbourne,8,9,10,6,9,8,7,8
AT_paper_143,Australia,The University of Adelaide,8,9,9,6,7,8,7,7.6
AT_paper_143,Australia,Queensland University of Technology (QUT),8,9,9,6,8,7,8,8
AT_paper_143,Germany,Technical University of Munich,8,9,7,6,8,9,8,7.83
AT_paper_143,Germany,University of Potsdam,8,9,7,5,8,6,7,7
AT_paper_143,Germany,Leibniz University Hannover,8,9,9,7,8,9,8,8.25
AT_paper_143,South Africa,University of Cape Town,8,9,7,6,8,8,7,7.5
AT_paper_143,South Africa,University of South Africa,8,9,7,6,8,7,8,7.5
AT_paper_143,South Africa,University of the Free State,8,9,7,5,6,8,7,7
AT_paper_155,Switzerland,ETH Zurich,8,9,9,7,8,8,8,8.0
AT_paper_155,Switzerland,University of Lausanne,8,9,9,7,8,8,9,8.5
AT_paper_155,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,6,8,7,8,7.5
AT_paper_155,England,University of Cambridge,8,9,9,7,8,8,9,8.25
AT_paper_155,England,University of Dundee,8,9,7,6,8,7,8,7.5
AT_paper_155,England,University of Wolverhampton,7,8,9,6,8,7,8,7.5
AT_paper_155,China,Peking University,8,9,7,8,9,8,7,8
AT_paper_155,China,Dalian University of Technology,7,8,9,7,8,7,8,7.71
AT_paper_155,China,China University of Mining and Technology,8,9,7,6,8,7,8,7.5
AT_paper_155,India,Indian Institute of Technology Bombay (IITB),8,9,9,7,8,8,7,8
AT_paper_155,India,University of Delhi,8,9,7,6,8,7,8,7.5
AT_paper_155,India,Indian Institute of Technology Hyderabad (IITH),9,8,7,6,8,7,8,7.5
AT_paper_155,Iran,Sharif University of Technology,8,9,7,6,8,7,7,7.5
AT_paper_155,Iran,Shiraz University,8,9,7,6,8,7,7,7.5
AT_paper_155,Iran,Ferdowsi University of Mashhad,8,9,7,8,9,7,8,8
AT_paper_155,USA,Massachusetts Institute of Technology,8,9,9,7,9,8,8,8
AT_paper_155,USA,University of Houston,8,9,7,6,9,8,8,8
AT_paper_155,USA,Western Washington University,7,8,9,6,8,7,8,7.5
AT_paper_155,Brazil,University of Sao Paulo,8,9,7,6,8,7,8,7.5
AT_paper_155,Brazil,Universidade de Brasília,8,9,7,6,8,7,8,7.5
AT_paper_155,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,9,8,7,7.75
AT_paper_155,Egypt,Cairo University,8,9,7,6,8,7,7,7.5
AT_paper_155,Egypt,Alexandria University,7,8,9,6,8,8,7,7.5
AT_paper_155,Egypt,Zagazig University,8,9,7,6,8,7,8,7.5
AT_paper_155,Australia,The University of Melbourne,8,9,7,6,8,7,8,7.5
AT_paper_155,Australia,The University of Adelaide,8,9,8,7,9,8,8,8.125
AT_paper_155,Australia,Queensland University of Technology (QUT),8,7,9,6,8,8,7,7.5
AT_paper_155,Germany,Technical University of Munich,8,9,9,7,8,8,8,8
AT_paper_155,Germany,University of Potsdam,8,9,9,7,9,8,8,8.5
AT_paper_155,Germany,Leibniz University Hannover,8,9,7,6,8,7,8,7.5
AT_paper_155,South Africa,University of Cape Town,8,9,7,6,8,7,7,7.5
AT_paper_155,South Africa,University of South Africa,8,9,8,7,9,7,8,8
AT_paper_155,South Africa,University of the Free State,8,9,7,6,9,8,7,7.75
AI_paper_22,Switzerland,ETH Zurich,9,8,7,8,9,8,9,8.5
AI_paper_22,Switzerland,University of Lausanne,8,9,7,6,8,7,8,7.5
AI_paper_22,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,7,8,7,8,8
AI_paper_22,England,University of Cambridge,8,9,7,8,9,7,8,8
AI_paper_22,England,University of Dundee,8,9,9,7,8,8,9,8
AI_paper_22,England,University of Wolverhampton,8,9,8,7,9,7,8,8
AI_paper_22,China,Peking University,9,8,7,6,9,8,8,8
AI_paper_22,China,Dalian University of Technology,8,9,7,7,8,8,8,7.875
AI_paper_22,China,China University of Mining and Technology,8,9,7,6,9,7,8,7.75
AI_paper_22,India,Indian Institute of Technology Bombay (IITB),8,7,7,6,9,8,8,7.5
AI_paper_22,India,University of Delhi,8,9,7,6,9,7,8,7.75
AI_paper_22,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,8,9,7,8,8
AI_paper_22,Iran,Sharif University of Technology,8,7,6,7,8,6,7,7
AI_paper_22,Iran,Shiraz University,8,9,7,6,8,7,8,7.5
AI_paper_22,Iran,Ferdowsi University of Mashhad,9,8,7,6,9,8,8,8
AI_paper_22,USA,Massachusetts Institute of Technology,8,9,8,7,9,8,9,8.25
AI_paper_22,USA,University of Houston,8,9,7,6,9,8,7,7.75
AI_paper_22,USA,Western Washington University,8,9,8,7,9,8,8,8
AI_paper_22,Brazil,University of Sao Paulo,9,8,8,7,9,8,8,8
AI_paper_22,Brazil,Universidade de Brasília,8,9,7,6,9,8,8,8
AI_paper_22,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,7,8,8.0
AI_paper_22,Egypt,Cairo University,8,7,7,6,9,6,8,7.5
AI_paper_22,Egypt,Alexandria University,8,7,7,6,8,7,7,7
AI_paper_22,Egypt,Zagazig University,8,9,7,6,9,7,8,8
AI_paper_22,Australia,The University of Melbourne,9,8,7,6,8,7,8,7.5
AI_paper_22,Australia,The University of Adelaide,8,7,9,6,8,8,7,7.5
AI_paper_22,Australia,Queensland University of Technology (QUT),8,9,7,6,8,7,8,7.5
AI_paper_22,Germany,Technical University of Munich,8,7,9,6,8,8,7,7.5
AI_paper_22,Germany,University of Potsdam,9,8,7,8,9,8,9,8.25
AI_paper_22,Germany,Leibniz University Hannover,8,9,7,8,9,8,9,8.5
AI_paper_22,South Africa,University of Cape Town,8,9,7,6,8,7,8,7.5
AI_paper_22,South Africa,University of South Africa,9,8,7,6,8,8,7,7.5
AI_paper_22,South Africa,University of the Free State,8,9,7,6,8,7,8,7.5
CP_paper_2,Switzerland,ETH Zurich,8,9,9,7,8,8,8,8.0
CP_paper_2,Switzerland,University of Lausanne,9,8,7,6,8,7,8,7.5
CP_paper_2,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,8,9,7,8,8
CP_paper_2,England,University of Cambridge,9,8,7,6,9,8,8,8
CP_paper_2,England,University of Dundee,9,8,7,6,9,8,8,8
CP_paper_2,England,University of Wolverhampton,8,9,7,8,9,8,8,8.125
CP_paper_2,China,Peking University,8,9,9,7,10,8,8,8.5
CP_paper_2,China,Dalian University of Technology,8,9,7,8,9,7,8,8
CP_paper_2,China,China University of Mining and Technology,9,8,7,6,9,8,7,8
CP_paper_2,India,Indian Institute of Technology Bombay (IITB),8,9,7,8,9,7,8,8
CP_paper_2,India,University of Delhi,8,9,7,6,9,8,7,7.75
CP_paper_2,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,9,8,8,7.875
CP_paper_2,Iran,Sharif University of Technology,9,8,7,8,9,7,8,8
CP_paper_2,Iran,Shiraz University,8,9,7,7,9,8,8,8
CP_paper_2,Iran,Ferdowsi University of Mashhad,9,8,8,7,9,8,8,8.125
CP_paper_2,USA,Massachusetts Institute of Technology,8,9,9,7,9,8,8,8.3
CP_paper_2,USA,University of Houston,8,9,7,8,9,8,8,8.1
CP_paper_2,USA,Western Washington University,9,8,7,6,9,8,8,8
CP_paper_2,Brazil,University of Sao Paulo,8,9,7,8,9,7,8,8.0
CP_paper_2,Brazil,Universidade de Brasília,8,9,7,6,9,7,8,8
CP_paper_2,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,9,8,8,8
CP_paper_2,Egypt,Cairo University,9,8,8,7,9,8,7,8
CP_paper_2,Egypt,Alexandria University,9,8,7,6,8,7,8,7.5
CP_paper_2,Egypt,Zagazig University,8,9,7,8,9,8,7,8
CP_paper_2,Australia,The University of Melbourne,7,8,9,6,9,8,7,8
CP_paper_2,Australia,The University of Adelaide,8,9,9,7,8,8,8,8.125
CP_paper_2,Australia,Queensland University of Technology (QUT),8,9,7,8,9,8,8,8.1
CP_paper_2,Germany,Technical University of Munich,8,9,9,7,9,8,8,8.5
CP_paper_2,Germany,University of Potsdam,9,8,7,6,8,7,8,7.5
CP_paper_2,Germany,Leibniz University Hannover,8,9,9,8,9,8,9,8.5
CP_paper_2,South Africa,University of Cape Town,9,8,7,8,9,7,8,8
CP_paper_2,South Africa,University of South Africa,8,9,9,7,8,7,8,8
CP_paper_2,South Africa,University of the Free State,8,9,7,8,9,7,8,8.0
AT_paper_181,Switzerland,ETH Zurich,8,9,9,7,8,9,8,8.3
AT_paper_181,Switzerland,University of Lausanne,8,9,7,6,8,7,8,7.5
AT_paper_181,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,10,7,9,8,8,8.5
AT_paper_181,England,University of Cambridge,8,9,10,7,9,8,9,8.5
AT_paper_181,England,University of Dundee,9,8,7,6,8,7,8,7
AT_paper_181,England,University of Wolverhampton,8,7,9,6,8,7,8,7.5
AT_paper_181,China,Peking University,8,9,8,7,9,9,8,8.5
AT_paper_181,China,Dalian University of Technology,8,9,7,6,8,7,8,7.5
AT_paper_181,China,China University of Mining and Technology,9,8,7,6,8,7,7,7.5
AT_paper_181,India,Indian Institute of Technology Bombay (IITB),8,7,9,6,8,7,8,7.5
AT_paper_181,India,University of Delhi,8,7,9,6,8,7,7,7.5
AT_paper_181,India,Indian Institute of Technology Hyderabad (IITH),7,8,9,6,7,8,7,7.5
AT_paper_181,Iran,Sharif University of Technology,8,7,9,6,7,8,7,7.5
AT_paper_181,Iran,Shiraz University,8,7,9,6,8,7,7,7.5
AT_paper_181,Iran,Ferdowsi University of Mashhad,8,9,7,6,8,7,8,7.5
AT_paper_181,USA,Massachusetts Institute of Technology,9,8,10,7,8,9,8,8.5
AT_paper_181,USA,University of Houston,8,9,7,6,8,8,7,7.5
AT_paper_181,USA,Western Washington University,8,9,7,6,8,7,7,7.5
AT_paper_181,Brazil,University of Sao Paulo,8,9,7,6,8,8,7,7.5
AT_paper_181,Brazil,Universidade de Brasília,8,9,7,6,8,7,8,7.5
AT_paper_181,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,8,7,8,8,8,8
AT_paper_181,Egypt,Cairo University,7,8,9,6,7,7,8,7.5
AT_paper_181,Egypt,Alexandria University,8,7,6,5,7,6,8,6.5
AT_paper_181,Egypt,Zagazig University,8,7,9,6,8,7,7,7.5
AT_paper_181,Australia,The University of Melbourne,8,9,9,7,8,9,8,8
AT_paper_181,Australia,The University of Adelaide,8,9,7,6,8,7,8,7.5
AT_paper_181,Australia,Queensland University of Technology (QUT),8,9,10,6,7,8,7,8
AT_paper_181,Germany,Technical University of Munich,9,8,9,7,8,9,8,8.3
AT_paper_181,Germany,University of Potsdam,8,7,9,6,8,7,8,7.5
AT_paper_181,Germany,Leibniz University Hannover,8,9,7,6,9,8,8,8
AT_paper_181,South Africa,University of Cape Town,9,8,7,6,8,7,8,7.5
AT_paper_181,South Africa,University of South Africa,8,7,9,6,7,8,7,7.5
AT_paper_181,South Africa,University of the Free State,8,9,7,6,8,7,8,7.5
EM_paper_302,Switzerland,ETH Zurich,9,9,8,7,8,9,8,8
EM_paper_302,Switzerland,University of Lausanne,9,8,9,7,8,8,8,8
EM_paper_302,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,9,8,8,8.2
EM_paper_302,England,University of Cambridge,9,8,9,7,8,9,8,8.25
EM_paper_302,England,University of Dundee,9,8,7,6,8,7,8,7.5
EM_paper_302,England,University of Wolverhampton,8,9,8,7,9,8,7,8
EM_paper_302,China,Peking University,9,8,9,7,9,8,8,8.25
EM_paper_302,China,Dalian University of Technology,9,8,9,7,8,8,8,8
EM_paper_302,China,China University of Mining and Technology,8,9,7,6,9,8,7,7.75
EM_paper_302,India,Indian Institute of Technology Bombay (IITB),9,8,7,6,9,8,7,7.75
EM_paper_302,India,University of Delhi,8,9,8,7,9,8,8,8.0
EM_paper_302,India,Indian Institute of Technology Hyderabad (IITH),9,8,7,6,8,8,7,7.5
EM_paper_302,Iran,Sharif University of Technology,8,9,7,6,9,8,7,7.75
EM_paper_302,Iran,Shiraz University,8,9,7,6,9,6,8,7.5
EM_paper_302,Iran,Ferdowsi University of Mashhad,8,9,7,6,9,8,7,7.75
EM_paper_302,USA,Massachusetts Institute of Technology,8,9,9,7,8,9,8,8.25
EM_paper_302,USA,University of Houston,9,8,7,6,8,7,8,7.5
EM_paper_302,USA,Western Washington University,9,8,8,7,9,8,8,8
EM_paper_302,Brazil,University of Sao Paulo,9,8,9,7,9,8,8,8.14
EM_paper_302,Brazil,Universidade de Brasília,8,9,7,6,9,6,8,7
EM_paper_302,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,7,6,8,7,8,7.5
EM_paper_302,Egypt,Cairo University,8,9,7,6,8,7,8,7.5
EM_paper_302,Egypt,Alexandria University,8,9,7,6,8,7,7,7.5
EM_paper_302,Egypt,Zagazig University,8,9,7,6,8,7,6,7.4
EM_paper_302,Australia,The University of Melbourne,8,9,7,6,9,8,8,8
EM_paper_302,Australia,The University of Adelaide,9,8,7,6,8,7,8,7.5
EM_paper_302,Australia,Queensland University of Technology (QUT),8,9,8,7,9,8,8,8
EM_paper_302,Germany,Technical University of Munich,8,9,9,7,9,8,8,8.2
EM_paper_302,Germany,University of Potsdam,9,8,7,6,9,8,7,7.5
EM_paper_302,Germany,Leibniz University Hannover,9,8,8,7,9,7,8,8
EM_paper_302,South Africa,University of Cape Town,8,9,7,6,8,7,8,7.5
EM_paper_302,South Africa,University of South Africa,9,8,8,7,9,8,8,8
EM_paper_302,South Africa,University of the Free State,9,9,8,7,9,8,8,8
AP_paper_27,Switzerland,ETH Zurich,8,9,10,7,9,9,8,8.5
AP_paper_27,Switzerland,University of Lausanne,8,9,7,6,9,8,7,7.75
AP_paper_27,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,7,8,9,7,8,8
AP_paper_27,England,University of Cambridge,8,7,9,6,8,8,7,7.5
AP_paper_27,England,University of Dundee,8,7,9,6,8,8,7,7.5
AP_paper_27,England,University of Wolverhampton,8,7,8,6,9,7,8,7.5
AP_paper_27,China,Peking University,8,9,7,8,9,8,9,8.0
AP_paper_27,China,Dalian University of Technology,8,7,9,6,8,7,8,7.5
AP_paper_27,China,China University of Mining and Technology,8,9,7,8,9,7,8,8
AP_paper_27,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,8,8,8
AP_paper_27,India,University of Delhi,7,8,9,6,8,7,8,7.5
AP_paper_27,India,Indian Institute of Technology Hyderabad (IITH),8,7,9,6,9,7,8,7.7
AP_paper_27,Iran,Sharif University of Technology,8,7,9,6,8,7,7,7.5
AP_paper_27,Iran,Shiraz University,8,7,8,6,9,7,6,7
AP_paper_27,Iran,Ferdowsi University of Mashhad,8,7,9,6,8,7,8,7.5
AP_paper_27,USA,Massachusetts Institute of Technology,8,9,8,7,9,9,8,8
AP_paper_27,USA,University of Houston,8,7,9,6,8,8,7,7.5
AP_paper_27,USA,Western Washington University,8,7,9,6,8,7,8,7.5
AP_paper_27,Brazil,University of Sao Paulo,9,8,7,8,9,8,8,8
AP_paper_27,Brazil,Universidade de Brasília,8,9,7,7,9,8,8,8
AP_paper_27,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,7,9,8,9,7,8,8
AP_paper_27,Egypt,Cairo University,7,8,9,6,9,7,8,8
AP_paper_27,Egypt,Alexandria University,7,8,6,7,9,7,8,7.5
AP_paper_27,Egypt,Zagazig University,8,7,9,6,8,7,8,7.5
AP_paper_27,Australia,The University of Melbourne,8,9,9,7,8,8,8,8
AP_paper_27,Australia,The University of Adelaide,8,9,9,7,8,8,9,8.0
AP_paper_27,Australia,Queensland University of Technology (QUT),8,9,7,6,8,7,8,7.5
AP_paper_27,Germany,Technical University of Munich,8,9,7,7,8,8,9,8
AP_paper_27,Germany,University of Potsdam,8,9,7,6,9,8,9,8
AP_paper_27,Germany,Leibniz University Hannover,8,7,9,6,8,7,8,7.5
AP_paper_27,South Africa,University of Cape Town,8,7,9,6,8,7,8,7.57
AP_paper_27,South Africa,University of South Africa,8,9,9,7,8,8,8,8
AP_paper_27,South Africa,University of the Free State,8,9,8,7,9,8,9,8.0
EM_paper_53,Switzerland,ETH Zurich,8,9,9,7,9,8,8,8.25
EM_paper_53,Switzerland,University of Lausanne,8,9,9,7,9,8,8,8.25
EM_paper_53,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,9,8,8,8.3
EM_paper_53,England,University of Cambridge,8,9,9,7,8,9,8,8.0
EM_paper_53,England,University of Dundee,8,9,9,7,9,8,8,8.25
EM_paper_53,England,University of Wolverhampton,8,9,7,8,9,7,8,8
EM_paper_53,China,Peking University,9,8,7,6,9,8,8,8
EM_paper_53,China,Dalian University of Technology,9,8,7,6,9,8,8,7.88
EM_paper_53,China,China University of Mining and Technology,9,8,7,6,8,7,8,7.5
EM_paper_53,India,Indian Institute of Technology Bombay (IITB),8,9,7,6,9,7,8,7.75
EM_paper_53,India,University of Delhi,9,8,7,6,8,7,8,7.5
EM_paper_53,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,6,9,7,8,7.875
EM_paper_53,Iran,Sharif University of Technology,8,9,7,6,9,7,8,7.75
EM_paper_53,Iran,Shiraz University,7,8,9,6,8,7,8,7.5
EM_paper_53,Iran,Ferdowsi University of Mashhad,8,9,8,7,9,7,8,8
EM_paper_53,USA,Massachusetts Institute of Technology,9,8,9,7,8,8,8,8.0
EM_paper_53,USA,University of Houston,8,9,8,7,9,8,7,8
EM_paper_53,USA,Western Washington University,8,9,8,7,9,8,9,8.0
EM_paper_53,Brazil,University of Sao Paulo,8,9,8,7,9,7,8,8.0
EM_paper_53,Brazil,Universidade de Brasília,8,9,7,6,9,8,7,8
EM_paper_53,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,7,9,8,8,8
EM_paper_53,Egypt,Cairo University,8,9,7,6,9,7,8,7.87
EM_paper_53,Egypt,Alexandria University,9,8,7,6,9,7,8,7.75
EM_paper_53,Egypt,Zagazig University,8,9,7,6,9,7,8,7.75
EM_paper_53,Australia,The University of Melbourne,9,8,7,6,8,7,8,7.5
EM_paper_53,Australia,The University of Adelaide,8,9,7,6,9,8,8,8
EM_paper_53,Australia,Queensland University of Technology (QUT),8,9,9,7,9,8,8,8.2
EM_paper_53,Germany,Technical University of Munich,8,9,8,7,9,8,8,8.0
EM_paper_53,Germany,University of Potsdam,8,9,9,7,9,8,8,8.25
EM_paper_53,Germany,Leibniz University Hannover,9,8,7,6,9,8,8,8
EM_paper_53,South Africa,University of Cape Town,9,8,7,6,9,8,8,8
EM_paper_53,South Africa,University of South Africa,8,9,7,6,9,8,7,8
EM_paper_53,South Africa,University of the Free State,8,9,7,6,9,8,7,8.0
EM_paper_45,Switzerland,ETH Zurich,8,9,7,8,9,7,8,8
EM_paper_45,Switzerland,University of Lausanne,9,8,7,8,9,7,8,8
EM_paper_45,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,9,8,8,8.3
EM_paper_45,England,University of Cambridge,9,8,8,7,9,7,8,8
EM_paper_45,England,University of Dundee,8,9,7,8,9,7,8,8
EM_paper_45,England,University of Wolverhampton,8,9,7,8,9,6,8,8
EM_paper_45,China,Peking University,8,7,9,8,9,7,8,8
EM_paper_45,China,Dalian University of Technology,8,9,7,8,9,7,8,8
EM_paper_45,China,China University of Mining and Technology,9,8,7,8,9,7,8,8
EM_paper_45,India,Indian Institute of Technology Bombay (IITB),8,9,7,8,9,7,8,8
EM_paper_45,India,University of Delhi,9,8,7,8,9,7,8,8
EM_paper_45,India,Indian Institute of Technology Hyderabad (IITH),9,8,7,8,9,8,8,8.1
EM_paper_45,Iran,Sharif University of Technology,8,9,7,8,9,7,8,8.0
EM_paper_45,Iran,Shiraz University,8,7,6,7,8,7,7,7.14
EM_paper_45,Iran,Ferdowsi University of Mashhad,8,9,7,6,9,7,8,7.75
EM_paper_45,USA,Massachusetts Institute of Technology,9,8,9,7,9,8,8,8.3
EM_paper_45,USA,University of Houston,8,9,7,8,10,8,9,8.5
EM_paper_45,USA,Western Washington University,8,7,9,6,9,8,8,7.88
EM_paper_45,Brazil,University of Sao Paulo,8,9,7,8,9,7,8,8
EM_paper_45,Brazil,Universidade de Brasília,8,9,7,6,9,8,8,8
EM_paper_45,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,8,9,7,8,8
EM_paper_45,Egypt,Cairo University,8,7,9,6,8,7,8,7.5
EM_paper_45,Egypt,Alexandria University,9,8,7,8,9,6,7,7.75
EM_paper_45,Egypt,Zagazig University,8,9,7,8,9,7,8,8
EM_paper_45,Australia,The University of Melbourne,8,7,9,6,9,8,7,8
EM_paper_45,Australia,The University of Adelaide,8,7,9,6,9,8,8,8
EM_paper_45,Australia,Queensland University of Technology (QUT),8,9,9,7,9,8,8,8.25
EM_paper_45,Germany,Technical University of Munich,8,9,7,8,9,7,8,8
EM_paper_45,Germany,University of Potsdam,8,9,7,8,9,7,8,8
EM_paper_45,Germany,Leibniz University Hannover,9,8,7,8,9,8,9,8
EM_paper_45,South Africa,University of Cape Town,8,9,7,8,9,7,8,8
EM_paper_45,South Africa,University of South Africa,8,7,9,8,9,7,8,8
EM_paper_45,South Africa,University of the Free State,8,9,7,8,9,7,8,8
AP_paper_49,Switzerland,ETH Zurich,8,9,8,7,9,8,8,8
AP_paper_49,Switzerland,University of Lausanne,8,9,9,7,10,8,8,8.5
AP_paper_49,Switzerland,Zurich University of Applied Sciences (ZHAW),8,9,9,7,10,8,8,8.5
AP_paper_49,England,University of Cambridge,9,8,9,7,8,8,9,8.25
AP_paper_49,England,University of Dundee,8,7,9,6,9,8,7,8
AP_paper_49,England,University of Wolverhampton,9,8,9,8,10,7,8,8.5
AP_paper_49,China,Peking University,9,8,7,8,9,8,9,8.5
AP_paper_49,China,Dalian University of Technology,9,8,7,8,9,8,8,8.0
AP_paper_49,China,China University of Mining and Technology,8,9,7,8,9,8,8,8
AP_paper_49,India,Indian Institute of Technology Bombay (IITB),8,7,9,6,9,8,7,8
AP_paper_49,India,University of Delhi,8,9,7,8,9,8,8,8
AP_paper_49,India,Indian Institute of Technology Hyderabad (IITH),8,7,9,7,9,8,8,8
AP_paper_49,Iran,Sharif University of Technology,8,9,7,8,9,8,8,8.0
AP_paper_49,Iran,Shiraz University,8,9,7,8,9,8,8,8
AP_paper_49,Iran,Ferdowsi University of Mashhad,8,9,7,8,9,8,8,8.0
AP_paper_49,USA,Massachusetts Institute of Technology,8,9,8,7,9,8,8,8.0
AP_paper_49,USA,University of Houston,9,8,9,7,10,8,7,8
AP_paper_49,USA,Western Washington University,8,7,9,6,9,8,8,8
AP_paper_49,Brazil,University of Sao Paulo,9,8,9,7,10,8,8,8.5
AP_paper_49,Brazil,Universidade de Brasília,9,8,9,7,10,8,8,8.5
AP_paper_49,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",9,8,8,7,9,8,8,8
AP_paper_49,Egypt,Cairo University,8,9,7,8,9,7,8,8
AP_paper_49,Egypt,Alexandria University,8,9,8,7,9,7,8,8
AP_paper_49,Egypt,Zagazig University,8,7,9,6,9,7,8,7.75
AP_paper_49,Australia,The University of Melbourne,9,8,7,8,9,8,9,8
AP_paper_49,Australia,The University of Adelaide,8,7,9,6,9,8,7,7.88
AP_paper_49,Australia,Queensland University of Technology (QUT),8,9,9,7,8,8,8,8.1
AP_paper_49,Germany,Technical University of Munich,8,9,9,7,10,8,9,8.5
AP_paper_49,Germany,University of Potsdam,9,8,8,7,9,8,8,8.0
AP_paper_49,Germany,Leibniz University Hannover,8,9,9,8,10,7,8,8.5
AP_paper_49,South Africa,University of Cape Town,8,9,9,7,10,8,9,8.5
AP_paper_49,South Africa,University of South Africa,8,9,8,7,9,8,8,8
AP_paper_49,South Africa,University of the Free State,8,9,9,7,10,8,8,8
CP_paper_104,Switzerland,ETH Zurich,8,9,10,7,8,9,8,8.5
CP_paper_104,Switzerland,University of Lausanne,7,8,9,7,8,8,9,8
CP_paper_104,Switzerland,Zurich University of Applied Sciences (ZHAW),7,8,9,7,8,8,8,7.86
CP_paper_104,England,University of Cambridge,7,9,8,6,9,8,7,7.7
CP_paper_104,England,University of Dundee,8,9,7,6,8,7,8,7.5
CP_paper_104,England,University of Wolverhampton,7,9,8,7,9,8,8,8
CP_paper_104,China,Peking University,8,9,7,6,8,7,8,7.5
CP_paper_104,China,Dalian University of Technology,7,8,9,6,8,7,8,7.5
CP_paper_104,China,China University of Mining and Technology,7,8,9,6,8,7,8,7.5
CP_paper_104,India,Indian Institute of Technology Bombay (IITB),7,8,9,6,8,7,8,7.5
CP_paper_104,India,University of Delhi,8,9,7,6,8,7,8,7.5
CP_paper_104,India,Indian Institute of Technology Hyderabad (IITH),8,9,7,8,9,7,8,8
CP_paper_104,Iran,Sharif University of Technology,7,8,9,6,9,8,7,7.7
CP_paper_104,Iran,Shiraz University,8,9,7,6,8,7,7,7.5
CP_paper_104,Iran,Ferdowsi University of Mashhad,7,8,9,6,8,7,8,7.5
CP_paper_104,USA,Massachusetts Institute of Technology,7,9,9,8,7,8,8,8
CP_paper_104,USA,University of Houston,8,9,8,7,9,7,8,8
CP_paper_104,USA,Western Washington University,8,9,7,6,8,7,8,7.5
CP_paper_104,Brazil,University of Sao Paulo,8,9,7,6,9,7,8,7.75
CP_paper_104,Brazil,Universidade de Brasília,7,8,9,6,8,7,8,7.5
CP_paper_104,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",8,9,7,6,9,7,8,8
CP_paper_104,Egypt,Cairo University,8,9,7,6,8,7,8,7.5
CP_paper_104,Egypt,Alexandria University,8,9,7,6,8,7,6,7.25
CP_paper_104,Egypt,Zagazig University,7,8,7,6,8,7,6,7
CP_paper_104,Australia,The University of Melbourne,7,9,8,6,7,8,9,7.67
CP_paper_104,Australia,The University of Adelaide,7,9,8,6,8,7,7,7.5
CP_paper_104,Australia,Queensland University of Technology (QUT),7,9,8,6,7,8,9,7.6
CP_paper_104,Germany,Technical University of Munich,8,9,9,7,8,8,8,8.0
CP_paper_104,Germany,University of Potsdam,8,9,7,6,9,8,8,8
